Cust_Id,Location,Age,Car Ownership,Income,Home Type,Job Experience,Loan Purpose,Loan Grade,Loan Balance,Interest Rate,loan_status,Default History,Credit History
297,Chennai,22,0,13125000,RENT,6,VENTURE,C,262500,11.91,0,Y,2
298,Kolkata,23,1,13125000,MORTGAGE,3,EDUCATION,A,540000,8.38,0,N,3
299,Kolkata,25,1,13103100,RENT,9,VENTURE,B,675000,10.59,0,N,3
300,Kolkata,25,0,13050000,MORTGAGE,2,DEBTCONSOLIDATION,C,660000,14.27,0,N,3
301,Pune,26,0,13050000,RENT,8,DEBTCONSOLIDATION,B,900000,12.53,0,N,4
302,Bangalore,25,0,12150000,MORTGAGE,5,DEBTCONSOLIDATION,E,1875000,16,1,Y,3
303,Hyderabad,26,1,13010025,MORTGAGE,10,VENTURE,B,750000,11.71,0,N,4
304,Delhi,21,0,1125000,OWN,0,HOMEIMPROVEMENT,C,238125,11.54,1,Y,3
305,Bangalore,25,1,7200000,RENT,2,HOMEIMPROVEMENT,E,1875000,15.68,1,Y,4
306,Pune,21,0,1134000,MORTGAGE,0,EDUCATION,B,112500,10.59,0,N,2
307,Chennai,24,0,7343100,RENT,8,HOMEIMPROVEMENT,D,1875000,12.61,1,Y,2
308,Pune,26,1,8250000,RENT,3,PERSONAL,C,1875000,,0,Y,2
309,Chennai,23,1,1140300,MORTGAGE,7,PERSONAL,A,210000,8.49,1,N,3
310,Delhi,25,0,11970000,RENT,0,PERSONAL,D,2250000,17.27,1,Y,4
311,Bangalore,24,1,12862500,RENT,6,DEBTCONSOLIDATION,A,1350000,8.9,0,N,4
312,Pune,25,1,12750300,MORTGAGE,3,MEDICAL,B,750000,11.11,0,N,4
313,Hyderabad,24,1,11850300,RENT,0,HOMEIMPROVEMENT,D,1875000,14.59,1,Y,2
314,Kolkata,26,0,12750000,RENT,0,VENTURE,B,975000,12.42,0,N,3
315,Chennai,24,1,6247500,RENT,0,MEDICAL,D,1875000,,1,N,2
316,Kolkata,24,0,8250000,RENT,7,HOMEIMPROVEMENT,D,1875000,15.7,0,Y,2
317,Pune,22,0,1152000,OWN,7,HOMEIMPROVEMENT,B,187500,12.53,1,N,3
318,Hyderabad,25,1,10072500,RENT,3,MEDICAL,D,375000,16.49,1,N,2
319,Hyderabad,25,1,12750000,MORTGAGE,2,EDUCATION,A,1500000,7.49,0,N,2
320,Pune,22,0,7543500,RENT,6,DEBTCONSOLIDATION,D,1875000,14.96,1,Y,2
321,Delhi,25,0,8475000,RENT,7,MEDICAL,C,1875000,12.73,0,Y,4
322,Mumbai,24,1,9000000,RENT,8,EDUCATION,B,1875000,10.65,0,N,4
323,Kolkata,25,1,9000000,RENT,6,MEDICAL,B,1875000,10.74,0,N,2
324,Kolkata,23,0,9000000,RENT,7,EDUCATION,B,1875000,9.99,0,N,2
325,Chennai,24,0,6885000,RENT,5,MEDICAL,D,1875000,15.33,1,Y,2
326,Delhi,21,1,1170000,OWN,5,VENTURE,A,75000,7.29,0,N,4
327,Pune,26,0,8100000,RENT,2,PERSONAL,D,1875000,15.05,1,N,3
328,Hyderabad,26,1,9749700,RENT,6,PERSONAL,B,1875000,10.75,0,N,3
329,Mumbai,23,0,9750000,RENT,4,EDUCATION,D,1875000,16.02,0,Y,2
330,Kolkata,23,0,9750000,RENT,7,VENTURE,B,1875000,11.49,0,N,4
331,Pune,25,1,12750000,OWN,4,EDUCATION,B,1500000,12.53,0,N,4
332,Bangalore,26,0,12750000,MORTGAGE,0,VENTURE,C,900000,13.57,0,Y,2
333,Kolkata,22,0,12675000,RENT,1,PERSONAL,B,1050000,11.14,0,N,3
334,Delhi,26,1,12656250,RENT,10,MEDICAL,C,1818750,12.87,0,Y,3
335,Delhi,23,1,12645000,RENT,3,EDUCATION,B,1500000,11.58,0,N,3
336,Hyderabad,24,0,12621600,RENT,5,HOMEIMPROVEMENT,B,135000,11.12,0,N,3
337,Chennai,25,0,12600000,MORTGAGE,2,PERSONAL,B,2625000,10.65,0,N,2
338,Delhi,24,1,9997500,RENT,6,DEBTCONSOLIDATION,B,1875000,10.37,0,N,2
339,Kolkata,24,1,1170000,OWN,5,HOMEIMPROVEMENT,A,247500,6.39,1,N,4
340,Hyderabad,24,0,10050000,RENT,8,PERSONAL,D,1875000,16.07,0,Y,3
341,Bangalore,25,0,10050000,RENT,7,MEDICAL,B,1875000,10.62,0,N,2
342,Delhi,25,0,1170000,OWN,0,VENTURE,F,240000,18.09,1,N,2
343,Kolkata,25,0,10125000,RENT,5,EDUCATION,B,1875000,11.36,0,N,4
344,Delhi,26,1,10174500,RENT,10,DEBTCONSOLIDATION,B,1875000,12.53,0,N,4
345,Pune,25,1,10875000,RENT,0,EDUCATION,B,1875000,9.99,0,N,4
346,Hyderabad,23,0,11250000,RENT,4,EDUCATION,B,1875000,10.36,0,N,3
347,Pune,23,1,12375000,MORTGAGE,3,EDUCATION,A,720000,5.99,0,N,3
348,Chennai,22,0,11475000,MORTGAGE,5,DEBTCONSOLIDATION,D,1800000,15.62,1,Y,2
349,Pune,24,0,12375000,MORTGAGE,5,PERSONAL,B,1500000,10.37,0,N,4
350,Bangalore,25,0,12375000,MORTGAGE,0,HOMEIMPROVEMENT,F,1875000,19.74,0,N,4
351,Chennai,21,1,12375000,MORTGAGE,5,EDUCATION,A,1500000,6.91,0,N,4
352,Hyderabad,23,0,1200000,OWN,7,MEDICAL,A,450000,7.9,1,N,2
353,Delhi,23,0,1200000,MORTGAGE,3,DEBTCONSOLIDATION,C,170625,13.06,0,Y,4
354,Bangalore,23,0,1200000,OWN,7,PERSONAL,A,150000,6.39,0,N,3
355,Bangalore,23,0,11100000,RENT,1,DEBTCONSOLIDATION,E,1875000,14.93,1,N,3
356,Mumbai,23,0,1200000,MORTGAGE,1,MEDICAL,C,420000,12.84,1,N,4
357,Chennai,24,1,1201500,OWN,3,VENTURE,E,271875,17.14,1,Y,2
358,Hyderabad,22,0,1207050,MORTGAGE,2,VENTURE,A,412500,7.14,1,N,3
359,Chennai,25,1,13125000,RENT,2,PERSONAL,A,1875000,8.9,0,N,2
360,Hyderabad,22,0,1215000,OWN,6,PERSONAL,B,150000,12.42,0,N,3
361,Bangalore,24,0,13875000,RENT,7,HOMEIMPROVEMENT,C,1875000,12.68,0,Y,2
362,Pune,25,1,12150000,RENT,9,PERSONAL,C,1875000,11.03,0,N,2
363,Hyderabad,26,1,12075000,RENT,10,VENTURE,A,2250000,7.9,0,N,4
364,Bangalore,22,1,12000000,MORTGAGE,0,MEDICAL,B,2625000,10.65,0,N,4
365,Kolkata,25,1,16875000,RENT,5,VENTURE,B,1875000,11.86,0,N,4
366,Kolkata,25,1,1230000,OWN,1,PERSONAL,A,375000,8.94,1,N,4
367,Pune,23,0,1237500,OWN,6,VENTURE,B,328125,9.63,1,N,4
368,Bangalore,25,0,3712500,RENT,6,PERSONAL,C,1856250,14.22,1,N,3
369,Delhi,23,0,4500000,RENT,4,DEBTCONSOLIDATION,B,1856250,9.33,1,N,3
370,Mumbai,24,1,6315000,RENT,8,MEDICAL,C,1837500,13.85,0,N,4
371,Mumbai,22,0,1260000,MORTGAGE,5,EDUCATION,B,150000,10.65,0,N,2
372,Delhi,24,0,6900000,RENT,8,MEDICAL,B,1837500,11.46,0,N,4
373,Hyderabad,23,1,12000000,MORTGAGE,5,PERSONAL,A,2625000,7.66,0,N,2
374,Chennai,24,1,12000000,MORTGAGE,9,VENTURE,E,900000,16.77,0,N,4
375,Chennai,25,1,12000000,MORTGAGE,1,PERSONAL,B,900000,9.63,0,N,4
376,Mumbai,26,1,12000000,RENT,6,PERSONAL,C,1875000,12.23,0,Y,4
377,Delhi,25,1,9435000,MORTGAGE,0,MEDICAL,D,750000,14.09,1,N,4
378,Chennai,25,0,4050000,RENT,2,PERSONAL,C,1818750,13.98,1,N,4
379,Chennai,23,1,4687500,RENT,1,EDUCATION,B,1818750,10.62,1,N,4
380,Chennai,24,1,1260000,MORTGAGE,,DEBTCONSOLIDATION,A,292500,,1,N,3
381,Hyderabad,25,0,5130000,RENT,9,PERSONAL,E,1818750,17.56,1,N,4
382,Mumbai,26,1,4203375,RENT,1,MEDICAL,D,1818750,14.96,1,N,2
383,Chennai,22,0,5550000,RENT,7,DEBTCONSOLIDATION,D,1818750,15.65,1,Y,2
384,Kolkata,24,0,4908975,RENT,9,MEDICAL,D,1818750,15.7,1,N,2
385,Chennai,24,1,6743100,RENT,1,VENTURE,B,1818750,12.53,0,N,3
386,Pune,26,0,5850000,RENT,0,HOMEIMPROVEMENT,E,1818750,17.56,1,Y,3
387,Chennai,23,0,7500000,RENT,0,PERSONAL,C,1818750,12.87,0,Y,2
388,Pune,23,1,7725000,RENT,6,PERSONAL,D,1818750,15.7,0,N,2
389,Delhi,25,1,12000000,MORTGAGE,2,EDUCATION,A,675000,,0,N,3
390,Bangalore,25,1,12000000,OWN,5,VENTURE,B,1125000,11.14,0,N,4
391,Bangalore,24,1,12000000,MORTGAGE,3,VENTURE,D,1500000,16,0,N,3
392,Bangalore,23,1,12000000,MORTGAGE,2,EDUCATION,D,1875000,15.65,0,Y,2
393,Bangalore,26,0,12000000,MORTGAGE,0,DEBTCONSOLIDATION,C,1031250,,0,N,4
394,Pune,21,1,12000000,MORTGAGE,3,VENTURE,D,1143750,15.31,0,Y,4
395,Chennai,25,1,12000000,MORTGAGE,3,VENTURE,C,1500000,13.47,0,Y,2
396,Mumbai,22,1,1260000,MORTGAGE,0,HOMEIMPROVEMENT,C,356250,13.85,1,Y,2
397,Bangalore,25,1,8399700,RENT,9,PERSONAL,D,1818750,,0,N,3
398,Chennai,21,0,1260000,MORTGAGE,0,VENTURE,B,450000,10.39,1,N,4
399,Kolkata,25,0,8640000,RENT,0,HOMEIMPROVEMENT,B,1818750,11.36,0,N,2
400,Bangalore,23,1,10800000,RENT,0,EDUCATION,B,1818750,11.83,0,N,3
401,Delhi,23,0,21525000,RENT,3,EDUCATION,B,1818750,12.53,0,N,3
402,Kolkata,22,0,8100000,RENT,1,HOMEIMPROVEMENT,D,1811250,14.96,1,Y,3
403,Delhi,22,0,3225000,RENT,7,DEBTCONSOLIDATION,C,1800000,13.85,1,Y,3
404,Chennai,23,0,3525300,RENT,1,VENTURE,B,1800000,11.58,1,N,4
405,Hyderabad,24,0,3600000,RENT,4,VENTURE,D,1800000,16.29,1,Y,2
406,Mumbai,26,0,3600000,RENT,4,MEDICAL,A,1800000,,1,N,3
407,Chennai,21,0,3372300,RENT,2,EDUCATION,D,1800000,16.29,1,Y,2
408,Hyderabad,25,0,3900000,RENT,,PERSONAL,B,1800000,10.74,1,N,2
409,Chennai,22,0,1301400,MORTGAGE,,EDUCATION,C,168750,15.27,0,Y,3
410,Pune,24,1,3525000,RENT,3,PERSONAL,F,1800000,17.8,1,N,2
411,Pune,22,0,1305000,MORTGAGE,6,VENTURE,B,75000,11.36,0,N,2
412,Delhi,22,1,3675000,RENT,2,MEDICAL,E,1800000,17.56,1,N,4
413,Kolkata,26,1,4500000,RENT,0,PERSONAL,A,1800000,7.9,1,N,4
414,Kolkata,25,0,4500000,RENT,3,PERSONAL,B,1800000,10.99,1,N,4
415,Chennai,22,1,4500000,RENT,0,PERSONAL,A,1800000,7.29,1,N,3
416,Chennai,21,0,4500000,RENT,5,MEDICAL,B,1800000,10.75,1,N,2
417,Kolkata,26,0,4650300,RENT,9,DEBTCONSOLIDATION,A,1800000,7.9,1,N,3
418,Kolkata,22,0,4680000,RENT,3,EDUCATION,D,1800000,14.84,1,N,2
419,Hyderabad,26,0,4875000,RENT,10,DEBTCONSOLIDATION,A,1800000,,1,N,2
420,Mumbai,22,1,1332000,MORTGAGE,6,EDUCATION,C,373125,,1,Y,3
421,Chennai,23,0,4425000,RENT,5,DEBTCONSOLIDATION,E,1800000,19.69,1,Y,2
422,Bangalore,23,1,4950000,RENT,6,VENTURE,A,1800000,,1,N,4
423,Chennai,24,0,4500000,RENT,0,VENTURE,D,1800000,14.96,1,N,4
424,Chennai,25,0,4960725,RENT,9,EDUCATION,A,1800000,6.99,1,N,3
425,Mumbai,22,0,4668750,RENT,3,PERSONAL,E,1800000,16.45,1,Y,4
426,Pune,24,0,5250000,RENT,8,EDUCATION,B,1800000,10.99,1,N,4
427,Kolkata,23,1,5550000,RENT,7,DEBTCONSOLIDATION,B,1800000,10.99,1,N,2
428,Hyderabad,22,0,1350000,OWN,3,PERSONAL,A,225000,7.9,1,N,4
429,Hyderabad,22,1,5625000,RENT,6,EDUCATION,B,1800000,12.69,1,N,4
430,Mumbai,24,1,5625000,RENT,9,MEDICAL,B,1800000,10.37,1,N,3
431,Delhi,24,0,5625000,RENT,7,HOMEIMPROVEMENT,C,1800000,,1,N,3
432,Delhi,26,0,5175000,RENT,0,DEBTCONSOLIDATION,F,1800000,15.83,1,N,3
433,Kolkata,23,1,5850000,RENT,4,PERSONAL,C,1800000,13.92,1,N,3
434,Bangalore,22,1,1350000,OWN,,VENTURE,B,150000,11.49,0,N,3
435,Delhi,24,1,6000000,RENT,2,MEDICAL,B,1800000,10.25,0,N,2
436,Kolkata,22,0,1350000,OWN,1,HOMEIMPROVEMENT,A,262500,7.49,1,N,4
437,Pune,23,1,1350000,OWN,3,EDUCATION,A,300000,5.99,1,N,2
438,Mumbai,23,1,5602500,RENT,6,PERSONAL,D,1800000,12.92,1,N,2
439,Chennai,26,1,6644700,RENT,3,PERSONAL,B,1800000,11.58,0,N,3
440,Chennai,25,0,7125000,RENT,4,EDUCATION,A,1800000,8.9,0,N,2
441,Bangalore,22,1,6225000,RENT,6,DEBTCONSOLIDATION,E,1800000,19.69,1,N,3
442,Mumbai,25,0,7125000,RENT,9,VENTURE,A,1800000,6.54,0,N,4
443,Delhi,21,1,1350000,OWN,3,HOMEIMPROVEMENT,D,367500,14.54,1,Y,4
444,Delhi,21,1,1350000,OWN,,EDUCATION,B,375000,11.11,1,N,2
445,Bangalore,26,0,7500000,RENT,5,PERSONAL,C,1800000,12.73,0,N,4
446,Chennai,24,1,8250000,RENT,7,VENTURE,D,1800000,15.62,0,N,4
447,Hyderabad,24,1,1350000,OWN,0,HOMEIMPROVEMENT,A,468750,6.54,1,N,4
448,Hyderabad,22,0,7350000,RENT,7,DEBTCONSOLIDATION,F,1800000,,1,Y,2
449,Delhi,26,1,7790400,RENT,6,DEBTCONSOLIDATION,G,1800000,20.03,1,N,4
450,Kolkata,22,1,9000000,RENT,4,EDUCATION,B,1800000,9.91,0,N,4
451,Hyderabad,24,1,9000000,RENT,1,VENTURE,B,1800000,12.69,0,N,4
452,Hyderabad,26,1,8100000,RENT,9,EDUCATION,G,1800000,20.16,1,N,3
453,Chennai,24,0,9306000,RENT,4,PERSONAL,D,1800000,16.49,0,Y,4
454,Hyderabad,23,1,1350000,MORTGAGE,1,MEDICAL,D,187500,15.95,1,N,2
455,Chennai,24,1,9750000,RENT,7,DEBTCONSOLIDATION,B,1800000,11.49,0,N,3
456,Kolkata,25,1,10125000,RENT,8,PERSONAL,B,1800000,10.99,0,N,2
457,Mumbai,24,0,10125000,RENT,4,HOMEIMPROVEMENT,C,1800000,13.79,0,N,2
458,Delhi,23,0,8606250,RENT,2,MEDICAL,G,1800000,20.03,1,Y,3
459,Kolkata,23,1,11250000,RENT,0,EDUCATION,A,1800000,7.49,0,N,4
460,Chennai,23,0,10350000,RENT,7,DEBTCONSOLIDATION,D,1800000,16,1,Y,2
461,Chennai,24,0,1350000,OWN,6,PERSONAL,A,975000,7.88,1,N,3
462,Hyderabad,21,0,1350000,OWN,0,VENTURE,B,468750,10.62,1,N,4
463,Chennai,26,1,11625000,RENT,7,DEBTCONSOLIDATION,B,1800000,10.99,0,N,4
464,Hyderabad,26,0,11100000,RENT,1,EDUCATION,F,1800000,18.3,1,N,2
465,Bangalore,26,1,12750000,RENT,3,DEBTCONSOLIDATION,C,1800000,,0,Y,2
466,Hyderabad,21,1,1350000,OWN,1,PERSONAL,B,187500,11.36,0,N,3
467,Bangalore,24,1,3292200,RENT,8,HOMEIMPROVEMENT,B,1798125,,1,N,2
468,Chennai,23,1,9000000,RENT,4,MEDICAL,C,1781250,13.47,0,N,2
469,Hyderabad,24,0,4124700,RENT,2,PERSONAL,B,1770000,11.89,1,N,3
470,Mumbai,24,0,1350000,MORTGAGE,0,DEBTCONSOLIDATION,B,750000,12.18,1,N,2
471,Bangalore,25,1,7650000,RENT,9,DEBTCONSOLIDATION,C,1770000,13.49,0,N,4
472,Hyderabad,23,0,5625000,RENT,3,PERSONAL,E,1768125,14.5,1,N,4
473,Pune,22,0,1350000,OWN,2,MEDICAL,C,300000,,1,N,2
474,Kolkata,22,1,1350000,OWN,1,MEDICAL,D,405000,15.31,1,Y,2
475,Delhi,25,1,1350000,MORTGAGE,1,MEDICAL,B,300000,,1,N,3
476,Hyderabad,21,0,1350000,OWN,5,VENTURE,B,253125,,1,N,2
477,Kolkata,22,1,5022000,RENT,1,VENTURE,A,1755000,7.49,1,N,2
478,Bangalore,22,1,3253875,RENT,7,PERSONAL,C,1725000,,1,N,3
479,Kolkata,25,1,4240800,RENT,3,EDUCATION,B,1725000,,1,N,2
480,Hyderabad,23,1,4500000,RENT,2,VENTURE,B,1725000,12.18,1,N,4
481,Kolkata,24,1,1350000,MORTGAGE,3,VENTURE,C,90000,11.34,0,Y,4
482,Mumbai,25,0,4740600,RENT,9,EDUCATION,B,1725000,9.91,1,N,3
483,Delhi,24,0,4875000,RENT,0,HOMEIMPROVEMENT,B,1725000,11.99,1,N,4
484,Chennai,23,0,5100000,RENT,7,EDUCATION,B,1725000,9.62,1,N,2
485,Chennai,22,1,1350000,OWN,1,DEBTCONSOLIDATION,B,225000,9.96,1,N,3
486,Hyderabad,25,0,6000000,RENT,9,VENTURE,C,1725000,,0,N,2
487,Mumbai,24,0,6600000,RENT,1,VENTURE,D,1725000,14.54,1,N,2
488,Pune,22,0,4395000,RENT,5,MEDICAL,B,1706250,11.36,1,N,4
489,Hyderabad,23,0,5250000,RENT,7,DEBTCONSOLIDATION,C,1687500,14.27,1,N,2
490,Bangalore,24,0,1371525,OWN,3,HOMEIMPROVEMENT,B,225000,11.99,1,N,3
491,Mumbai,26,1,5238450,RENT,2,EDUCATION,F,1687500,18.99,1,Y,2
492,Bangalore,24,1,5475000,RENT,0,VENTURE,E,1680000,16.7,1,Y,4
493,Mumbai,24,1,1387500,MORTGAGE,8,PERSONAL,A,375000,9.32,1,N,3
494,Mumbai,23,1,2625000,RENT,2,DEBTCONSOLIDATION,B,1668750,12.69,1,N,3
495,Pune,25,0,3225000,RENT,9,HOMEIMPROVEMENT,C,1650000,13.11,1,N,2
496,Hyderabad,25,1,3900000,RENT,4,PERSONAL,B,1650000,10.74,1,N,2
497,Chennai,21,1,1402575,MORTGAGE,0,PERSONAL,D,315000,14.11,1,Y,4
498,Mumbai,22,1,4275000,RENT,6,EDUCATION,B,1650000,9.63,1,N,3
499,Hyderabad,25,1,4350000,RENT,0,MEDICAL,C,1650000,14.65,1,N,2
500,Bangalore,23,0,4500000,RENT,6,DEBTCONSOLIDATION,B,1650000,10.25,1,N,4
501,Bangalore,24,1,4500000,RENT,3,VENTURE,C,1650000,14.26,1,Y,2
502,Chennai,25,1,1413000,MORTGAGE,5,EDUCATION,B,225000,9.91,1,N,2
503,Delhi,26,0,4200000,RENT,7,MEDICAL,E,1650000,17.19,1,N,3
504,Hyderabad,22,0,5250000,RENT,3,EDUCATION,B,1650000,11.36,1,N,4
505,Chennai,22,1,4950000,RENT,1,EDUCATION,F,1650000,,1,N,2
506,Pune,23,1,5554800,RENT,3,DEBTCONSOLIDATION,B,1650000,10.59,0,N,3
507,Hyderabad,24,0,5744775,RENT,5,EDUCATION,B,1650000,9.25,0,N,2
508,Pune,22,0,1425000,OWN,6,MEDICAL,A,271875,8.49,1,N,3
509,Chennai,26,1,5775000,RENT,0,VENTURE,A,1650000,6.54,0,N,3
510,Hyderabad,21,0,1425000,OWN,5,MEDICAL,A,450000,8.49,1,N,3
511,Kolkata,24,0,6000000,RENT,0,MEDICAL,A,1650000,,0,N,4
512,Chennai,26,0,6195000,RENT,10,VENTURE,B,1650000,12.69,0,N,2
513,Hyderabad,24,1,1425000,OWN,3,MEDICAL,C,555000,13.85,1,N,2
514,Pune,25,0,1425000,OWN,3,DEBTCONSOLIDATION,A,300000,7.4,1,N,3
515,Mumbai,23,1,6300000,RENT,3,DEBTCONSOLIDATION,B,1650000,11.71,0,N,4
516,Kolkata,25,1,5823750,RENT,8,PERSONAL,B,1650000,11.48,1,N,3
517,Mumbai,25,0,6150000,RENT,1,EDUCATION,E,1650000,17.51,1,N,2
518,Delhi,21,1,1425900,MORTGAGE,0,DEBTCONSOLIDATION,D,262500,14.61,1,N,3
519,Mumbai,23,0,7499700,RENT,3,DEBTCONSOLIDATION,A,1650000,7.88,0,N,4
520,Kolkata,23,1,8250000,RENT,0,PERSONAL,B,1650000,,0,N,3
521,Chennai,22,0,1440000,MORTGAGE,6,PERSONAL,B,371250,11.71,1,N,2
522,Hyderabad,25,1,4275000,RENT,4,PERSONAL,B,1627500,11.99,1,N,2
523,Hyderabad,24,1,4050000,RENT,5,VENTURE,C,1620000,13.49,1,N,2
524,Pune,23,1,4200000,RENT,8,MEDICAL,G,1620000,21.21,1,Y,4
525,Kolkata,26,1,4725000,RENT,2,DEBTCONSOLIDATION,C,1620000,14.35,1,Y,3
526,Delhi,22,1,6150000,RENT,3,PERSONAL,C,1620000,13.61,0,Y,3
527,Bangalore,22,0,5850000,RENT,6,DEBTCONSOLIDATION,B,1620000,11.26,1,N,3
528,Hyderabad,22,1,1440000,OWN,0,VENTURE,B,180000,10.59,0,N,3
529,Hyderabad,24,0,8410500,RENT,8,MEDICAL,A,1620000,7.9,0,N,2
530,Kolkata,24,1,1440000,MORTGAGE,,HOMEIMPROVEMENT,A,525000,5.99,1,N,4
531,Chennai,25,0,1440000,OWN,4,EDUCATION,B,225000,11.99,1,N,4
532,Bangalore,24,1,4425000,RENT,5,MEDICAL,D,1612500,16.89,1,N,3
533,Kolkata,24,0,5250000,RENT,5,HOMEIMPROVEMENT,B,1612500,9.99,1,N,3
534,Chennai,24,1,8700000,RENT,5,EDUCATION,D,1612500,15.33,0,Y,3
535,Hyderabad,25,1,4500000,RENT,5,EDUCATION,A,1608750,7.29,1,N,4
536,Hyderabad,22,0,2325000,RENT,5,DEBTCONSOLIDATION,B,1593750,12.42,1,N,3
537,Kolkata,25,1,3528900,RENT,5,VENTURE,B,1593750,10.99,1,N,2
538,Hyderabad,25,0,3829500,RENT,9,VENTURE,A,1593750,6.91,1,N,2
539,Bangalore,22,1,1440000,MORTGAGE,6,DEBTCONSOLIDATION,C,375000,14.17,1,Y,2
540,Chennai,22,0,3975000,RENT,3,MEDICAL,B,1593750,10.25,1,N,3
541,Bangalore,26,1,1440000,OWN,0,EDUCATION,B,693750,,1,N,2
542,Delhi,24,0,4200000,RENT,8,VENTURE,D,1593750,15.95,1,Y,3
543,Delhi,24,0,4875000,RENT,4,EDUCATION,D,1593750,15.95,1,Y,4
544,Bangalore,21,0,2625000,RENT,3,VENTURE,B,1575000,12.53,1,N,4
545,Delhi,22,0,1440000,MORTGAGE,6,HOMEIMPROVEMENT,D,105000,14.91,1,Y,4
546,Delhi,23,0,1440000,MORTGAGE,7,MEDICAL,A,225000,,1,N,4
547,Delhi,26,0,3000000,RENT,3,MEDICAL,A,1575000,6.54,1,N,4
548,Chennai,25,1,1440000,OWN,2,VENTURE,B,75000,,0,N,3
549,Hyderabad,26,0,3150000,RENT,0,MEDICAL,F,1575000,17.26,1,Y,4
550,Chennai,23,1,4725000,RENT,2,MEDICAL,B,1575000,11.36,1,N,2
551,Bangalore,26,1,1440000,MORTGAGE,5,VENTURE,A,300000,7.51,1,N,4
552,Bangalore,22,1,4425000,RENT,2,PERSONAL,B,1575000,10.71,1,N,3
553,Chennai,22,1,5287500,RENT,3,PERSONAL,C,1575000,13.98,0,Y,4
554,Hyderabad,26,0,4891425,RENT,11,DEBTCONSOLIDATION,D,1575000,14.09,1,N,3
555,Delhi,22,1,5625000,RENT,2,EDUCATION,B,1575000,10,0,N,3
556,Chennai,22,0,1440000,MORTGAGE,3,MEDICAL,D,375000,15.33,1,N,3
557,Hyderabad,25,1,4653525,RENT,9,MEDICAL,E,1575000,16.32,1,Y,4
558,Delhi,24,0,5925000,RENT,8,HOMEIMPROVEMENT,A,1575000,7.9,0,N,2
559,Delhi,23,0,6000000,RENT,3,MEDICAL,B,1575000,11.99,0,N,3
560,Hyderabad,24,0,6300000,RENT,8,MEDICAL,B,1575000,10.75,0,N,4
561,Kolkata,26,1,6375000,RENT,3,HOMEIMPROVEMENT,C,1575000,13.92,0,N,3
562,Bangalore,22,1,6975000,RENT,1,EDUCATION,B,1575000,9.91,0,N,3
563,Pune,26,1,6075000,RENT,10,EDUCATION,E,1575000,16.95,1,Y,3
564,Delhi,26,1,7275000,RENT,1,EDUCATION,A,1575000,7.9,0,N,3
565,Kolkata,26,0,7275000,RENT,3,EDUCATION,C,1575000,,0,Y,3
566,Bangalore,25,1,7500000,RENT,2,PERSONAL,D,1575000,16.49,1,Y,3
567,Hyderabad,26,0,1440000,OTHER,0,PERSONAL,C,562500,11.97,1,Y,2
568,Chennai,21,0,1443975,MORTGAGE,,DEBTCONSOLIDATION,A,468750,6.17,1,N,3
569,Bangalore,26,0,9375000,RENT,5,HOMEIMPROVEMENT,A,1575000,8.9,0,N,2
570,Hyderabad,25,0,9375000,RENT,9,EDUCATION,C,1575000,12.99,0,Y,3
571,Mumbai,23,0,6150000,RENT,2,PERSONAL,B,1567500,12.69,0,N,2
572,Hyderabad,21,0,1462500,MORTGAGE,0,EDUCATION,B,1125000,9.64,1,N,2
573,Bangalore,26,0,3750000,RENT,7,VENTURE,A,1537500,7.49,1,N,3
574,Kolkata,23,0,5250000,RENT,2,EDUCATION,C,1537500,13.16,0,Y,3
575,Chennai,22,0,1485000,OWN,1,EDUCATION,A,157500,8.38,0,N,4
576,Kolkata,123,1,6000300,RENT,2,EDUCATION,B,1530000,10.25,0,N,3
577,Bangalore,23,1,4050000,RENT,7,PERSONAL,A,1528125,7.49,1,N,2
578,Delhi,26,0,1950000,RENT,10,EDUCATION,B,1503750,9.76,1,N,2
579,Delhi,24,0,2475000,RENT,1,DEBTCONSOLIDATION,B,1500000,10.99,1,N,3
580,Pune,23,1,1500000,OWN,0,PERSONAL,B,375000,11.71,0,N,4
581,Mumbai,22,0,1500000,OWN,6,PERSONAL,B,693750,10.65,0,N,4
582,Bangalore,24,0,2652300,RENT,1,MEDICAL,B,1500000,12.53,1,N,4
583,Chennai,25,1,2850000,RENT,4,MEDICAL,D,1500000,14.59,1,N,4
584,Hyderabad,23,0,2400000,RENT,3,DEBTCONSOLIDATION,D,1500000,12.61,1,N,4
585,Kolkata,25,0,2850300,RENT,6,MEDICAL,C,1500000,13.11,1,N,2
586,Pune,23,0,1500000,MORTGAGE,2,MEDICAL,B,480000,10.65,0,N,4
587,Kolkata,25,0,2891700,RENT,9,PERSONAL,C,1500000,11.22,1,Y,4
588,Hyderabad,23,1,2467500,RENT,1,EDUCATION,D,1500000,16,1,N,2
589,Mumbai,25,1,2550000,RENT,10,HOMEIMPROVEMENT,B,1500000,8.88,1,N,4
590,Kolkata,24,0,3000000,RENT,4,PERSONAL,B,1500000,12.53,1,N,3
591,Delhi,21,1,2700000,RENT,5,MEDICAL,D,1500000,,1,Y,2
592,Pune,26,0,1500000,MORTGAGE,5,MEDICAL,A,360000,5.99,0,N,3
593,Hyderabad,25,1,3150000,RENT,2,EDUCATION,C,1500000,13.47,1,N,4
594,Bangalore,22,1,3166800,RENT,7,VENTURE,A,1500000,6.99,1,N,4
